id,longitude,latitude
3820,-118.48,34.2
3821,-118.48,34.2
3822,-118.48,34.19
3823,-118.48,34.19
3824,-118.47,34.2
3825,-118.47,34.19
3826,-118.45,34.2
3827,-118.45,34.2
3828,-118.46,34.2
3829,-118.45,34.19
3830,-118.46,34.19
3831,-118.46,34.19
3832,-118.43,34.2
3833,-118.44,34.2
3834,-118.44,34.2
3835,-118.44,34.2
3836,-118.43,34.19
3837,-118.44,34.19
3838,-118.44,34.19
3839,-118.44,34.19
3840,-118.43,34.18
3841,-118.44,34.18
3842,-118.44,34.19
3843,-118.44,34.18
3844,-118.45,34.19
3845,-118.45,34.18
3846,-118.46,34.18
3847,-118.47,34.19
3848,-118.45,34.18
3849,-118.45,34.18
3850,-118.46,34.18
3851,-118.46,34.18
3852,-118.44,34.18
3853,-118.44,34.17
3854,-118.45,34.18
3855,-118.43,34.18
3856,-118.44,34.18
3857,-118.43,34.17
3858,-118.43,34.17
3859,-118.43,34.17
3860,-118.44,34.17
3861,-118.43,34.16
3862,-118.44,34.16
3863,-118.44,34.16
3864,-118.45,34.16
3865,-118.45,34.17
3866,-118.45,34.17
3867,-118.46,34.17
3868,-118.46,34.17
3869,-118.45,34.16
3870,-118.46,34.16
3871,-118.46,34.16
3872,-118.54,34.21
3873,-118.54,34.21
3874,-118.54,34.22
3875,-118.54,34.2
3876,-118.54,34.19
3877,-118.51,34.22
3878,-118.5,34.21
3879,-118.5,34.21
3880,-118.51,34.22
3881,-118.51,34.21
3882,-118.51,34.22
3883,-118.52,34.22
3884,-118.52,34.22
3885,-118.52,34.21
3886,-118.52,34.21
3887,-118.53,34.22
3888,-118.53,34.21
3889,-118.55,34.21
3890,-118.56,34.22
3891,-118.56,34.21
3892,-118.56,34.22
3893,-118.55,34.21
3894,-118.56,34.21
3895,-118.52,34.2
3896,-118.53,34.2
3897,-118.5,34.21
3898,-118.51,34.2
3899,-118.51,34.2
3900,-118.52,34.21
3901,-118.5,34.2
3902,-118.51,34.2
3903,-118.51,34.2
3904,-118.51,34.19
3905,-118.51,34.19
3906,-118.5,34.2
3907,-118.5,34.19
3908,-118.5,34.19
3909,-118.52,34.2
3910,-118.52,34.2
3911,-118.53,34.2
3912,-118.55,34.2
3913,-118.55,34.19
3914,-118.55,34.2
3915,-118.52,34.19
3916,-118.52,34.19
3917,-118.52,34.19
3918,-118.53,34.19
3919,-118.52,34.18
3920,-118.53,34.18
3921,-118.56,34.2
3922,-118.56,34.2
3923,-118.56,34.19
3924,-118.56,34.19
3925,-118.56,34.19
3926,-118.56,34.18
3927,-118.54,34.19
3928,-118.54,34.18
3929,-118.55,34.19
3930,-118.55,34.19
3931,-118.58,34.21
3932,-118.59,34.21
3933,-118.59,34.2
3934,-118.58,34.2
3935,-118.57,34.22
3936,-118.57,34.21
3937,-118.57,34.22
3938,-118.58,34.21
3939,-118.58,34.22
3940,-118.58,34.21
3941,-118.59,34.21
3942,-118.59,34.21
3943,-118.6,34.21
3944,-118.61,34.21
3945,-118.62,34.22
3946,-118.62,34.21
3947,-118.62,34.22
3948,-118.61,34.21
3949,-118.61,34.2
3950,-118.61,34.21
3951,-118.62,34.2
3952,-118.63,34.21
3953,-118.64,34.22
3954,-118.65,34.21
3955,-118.65,34.2
3956,-118.62,34.2
3957,-118.63,34.2
3958,-118.59,34.21
3959,-118.59,34.2
3960,-118.6,34.2
3961,-118.6,34.21
3962,-118.56,34.2
3963,-118.57,34.21
3964,-118.57,34.2
3965,-118.58,34.2
3966,-118.56,34.19
3967,-118.57,34.2
3968,-118.57,34.2
3969,-118.58,34.2
3970,-118.58,34.2
3971,-118.56,34.19
3972,-118.58,34.19
3973,-118.58,34.19
3974,-118.58,34.19
3975,-118.58,34.18
3976,-118.62,34.2
3977,-118.62,34.18
3978,-118.62,34.19
3979,-118.61,34.2
3980,-118.61,34.19
3981,-118.61,34.19
3982,-118.6,34.19
3983,-118.63,34.19
3984,-118.63,34.18
3985,-118.64,34.19
3986,-118.64,34.19
3987,-118.64,34.18
3988,-118.64,34.19
3989,-118.65,34.18
3990,-118.65,34.19
3991,-118.66,34.19
3992,-118.63,34.17
3993,-118.64,34.17
3994,-118.57,34.18
3995,-118.57,34.17
3996,-118.58,34.17
3997,-118.59,34.18
3998,-118.61,34.17
3999,-118.62,34.17
4000,-118.62,34.17
4001,-118.63,34.18
4002,-118.65,34.18
4003,-118.66,34.18
4004,-118.61,34.17
4005,-118.61,34.15
4006,-118.61,34.16
4007,-118.63,34.16
4008,-118.63,34.16
4009,-118.62,34.15
4010,-118.57,34.17
4011,-118.58,34.17
4012,-118.59,34.17
4013,-118.6,34.16
4014,-118.6,34.16
4015,-118.57,34.15
4016,-118.58,34.15
4017,-118.59,34.15
4018,-118.6,34.15
4019,-118.59,34.14
4020,-118.49,34.18
4021,-118.51,34.18
4022,-118.51,34.17
4023,-118.52,34.18
4024,-118.52,34.18
4025,-118.52,34.18
4026,-118.53,34.17
4027,-118.54,34.17
4028,-118.55,34.18
4029,-118.56,34.18
4030,-118.54,34.18
4031,-118.53,34.18
4032,-118.54,34.17
4033,-118.54,34.17
4034,-118.55,34.17
4035,-118.56,34.17
4036,-118.52,34.17
4037,-118.52,34.16
4038,-118.53,34.16
4039,-118.51,34.16
4040,-118.48,34.16
4041,-118.49,34.16
4042,-118.5,34.16
4043,-118.5,34.15
4044,-118.5,34.17
4045,-118.49,34.15
4046,-118.49,34.14
4047,-118.49,34.13
4048,-118.51,34.14
4049,-118.53,34.14
4050,-118.54,34.15
4051,-118.56,34.14
4052,-118.43,34.15
4053,-118.43,34.15
4054,-118.43,34.15
4055,-118.43,34.15
4056,-118.44,34.15
4057,-118.44,34.15
4058,-118.44,34.15
4059,-118.44,34.15
4060,-118.44,34.15
4061,-118.45,34.16
4062,-118.45,34.15
4063,-118.45,34.15
4064,-118.46,34.16
4065,-118.46,34.16
4066,-118.47,34.15
4067,-118.47,34.16
4068,-118.47,34.15
4069,-118.48,34.15
4070,-118.48,34.16
4071,-118.48,34.14
4072,-118.46,34.14
4073,-118.47,34.14
4074,-118.47,34.14
4075,-118.43,34.14
4076,-118.43,34.13
4077,-118.45,34.14
4078,-118.35,34.15
4079,-118.36,34.15
4080,-118.36,34.15
4081,-118.37,34.15
4082,-118.37,34.15
4083,-118.38,34.16
4084,-118.38,34.15
4085,-118.39,34.15
4086,-118.39,34.15
4087,-118.39,34.16
4088,-118.4,34.15
4089,-118.41,34.15
4090,-118.42,34.15
4091,-118.42,34.15
4092,-118.42,34.15
4093,-118.42,34.16
4094,-118.42,34.16
4095,-118.4,34.15
4096,-118.4,34.15
4097,-118.41,34.15
4098,-118.41,34.15
4099,-118.36,34.14
4100,-118.37,34.14
4101,-118.37,34.14
4102,-118.38,34.14
4103,-118.39,34.14
4104,-118.39,34.15
4105,-118.35,34.13
4106,-118.34,34.12
4107,-118.36,34.13
4108,-118.37,34.14
4109,-118.37,34.13
4110,-118.39,34.14
4111,-118.38,34.14
4112,-118.4,34.13
4113,-118.4,34.14
4114,-118.4,34.14
4115,-118.41,34.14
4116,-118.42,34.14
4117,-118.42,34.13
4118,-118.22,34.14
4119,-118.22,34.14
4120,-118.2,34.14
4121,-118.19,34.14
4122,-118.19,34.14
4123,-118.23,34.14
4124,-118.22,34.14
4125,-118.22,34.13
4126,-118.2,34.14
4127,-118.21,34.14
4128,-118.21,34.14
4129,-118.2,34.14
4130,-118.19,34.14
4131,-118.19,34.13
4132,-118.2,34.13
4133,-118.21,34.13
4134,-118.22,34.13
4135,-118.22,34.13
4136,-118.18,34.13
4137,-118.18,34.12
4138,-118.18,34.12
4139,-118.17,34.12
4140,-118.18,34.12
4141,-118.17,34.12
4142,-118.19,34.13
4143,-118.19,34.12
4144,-118.19,34.12
4145,-118.19,34.12
4146,-118.19,34.12
4147,-118.2,34.13
4148,-118.2,34.13
4149,-118.2,34.12
4150,-118.2,34.12
4151,-118.21,34.12
4152,-118.21,34.12
4153,-118.21,34.12
4154,-118.2,34.11
4155,-118.2,34.11
4156,-118.2,34.11
4157,-118.2,34.12
4158,-118.19,34.12
4159,-118.19,34.11
4160,-118.19,34.12
4161,-118.18,34.11
4162,-118.18,34.11
4163,-118.19,34.11
4164,-118.19,34.11
4165,-118.19,34.1
4166,-118.2,34.11
4167,-118.2,34.11
4168,-118.2,34.1
4169,-118.21,34.11
4170,-118.21,34.1
4171,-118.21,34.1
4172,-118.22,34.1
4173,-118.23,34.1
4174,-118.23,34.1
4175,-118.21,34.1
4176,-118.21,34.09
4177,-118.22,34.1
4178,-118.23,34.1
4179,-118.22,34.09
4180,-118.22,34.09
4181,-118.22,34.09
4182,-118.23,34.09
4183,-118.23,34.13
4184,-118.23,34.13
4185,-118.22,34.13
4186,-118.23,34.13
4187,-118.23,34.13
4188,-118.23,34.13
4189,-118.22,34.12
4190,-118.21,34.12
4191,-118.22,34.11
4192,-118.22,34.12
4193,-118.23,34.12
4194,-118.24,34.12
4195,-118.23,34.12
4196,-118.23,34.11
4197,-118.23,34.11
4198,-118.25,34.12
4199,-118.24,34.12
4200,-118.24,34.12
4201,-118.24,34.11
4202,-118.24,34.11
4203,-118.23,34.11
4204,-118.26,34.12
4205,-118.26,34.11
4206,-118.25,34.11
4207,-118.25,34.11
4208,-118.25,34.11
4209,-118.24,34.1
4210,-118.25,34.11
4211,-118.25,34.1
4212,-118.25,34.1
4213,-118.26,34.11
4214,-118.27,34.14
4215,-118.27,34.13
4216,-118.27,34.13
4217,-118.27,34.11
4218,-118.27,34.11
4219,-118.28,34.11
4220,-118.28,34.11
4221,-118.28,34.12
4222,-118.26,34.12
4223,-118.26,34.12
4224,-118.27,34.12
4225,-118.29,34.11
4226,-118.29,34.11
4227,-118.29,34.1
4228,-118.29,34.1
4229,-118.29,34.11
4230,-118.29,34.11
4231,-118.29,34.11
4232,-118.3,34.11
4233,-118.3,34.1
4234,-118.3,34.11
4235,-118.3,34.11
4236,-118.31,34.11
4237,-118.31,34.12
4238,-118.31,34.13
4239,-118.32,34.12
4240,-118.32,34.11
4241,-118.32,34.11
4242,-118.32,34.11
4243,-118.33,34.11
4244,-118.33,34.11
4245,-118.33,34.11
4246,-118.32,34.13
4247,-118.33,34.12
4248,-118.34,34.13
4249,-118.32,34.14
4250,-118.34,34.11
4251,-118.35,34.1
4252,-118.36,34.1
4253,-118.36,34.1
4254,-118.35,34.1
4255,-118.35,34.1
4256,-118.35,34.1
4257,-118.35,34.1
4258,-118.35,34.1
4259,-118.34,34.11
4260,-118.34,34.1
4261,-118.34,34.1
4262,-118.34,34.1
4263,-118.33,34.1
4264,-118.33,34.1
4265,-118.31,34.1
4266,-118.32,34.1
4267,-118.3,34.1
4268,-118.3,34.1
4269,-118.31,34.1
4270,-118.31,34.1
4271,-118.33,34.1
4272,-118.33,34.1
4273,-118.32,34.1
4274,-118.32,34.09
4275,-118.33,34.09
4276,-118.33,34.1
4277,-118.31,34.1
4278,-118.31,34.09
4279,-118.31,34.09
4280,-118.31,34.09
4281,-118.32,34.09
4282,-118.32,34.09
4283,-118.32,34.1
4284,-118.32,34.09
4285,-118.32,34.1
4286,-118.32,34.1
4287,-118.32,34.1
4288,-118.3,34.1
4289,-118.3,34.09
4290,-118.31,34.09
4291,-118.3,34.1
4292,-118.3,34.1
4293,-118.29,34.09
4294,-118.3,34.09
4295,-118.29,34.1
4296,-118.29,34.09
4297,-118.28,34.09
4298,-118.29,34.09
4299,-118.29,34.09
4300,-118.29,34.09
4301,-118.29,34.09
4302,-118.29,34.09
4303,-118.29,34.09
4304,-118.3,34.09
4305,-118.3,34.09
4306,-118.3,34.09
4307,-118.31,34.09
4308,-118.31,34.09
4309,-118.31,34.09
4310,-118.32,34.09
4311,-118.32,34.09
4312,-118.32,34.09
4313,-118.33,34.09
4314,-118.33,34.09
4315,-118.33,34.09
4316,-118.34,34.09
4317,-118.34,34.09
4318,-118.34,34.08
4319,-118.34,34.09
4320,-118.34,34.08
4321,-118.35,34.09
4322,-118.35,34.08
4323,-118.35,34.08
4324,-118.35,34.09
4325,-118.35,34.08
4326,-118.36,34.08
4327,-118.32,34.08
4328,-118.33,34.08
4329,-118.33,34.08
4330,-118.31,34.08
4331,-118.31,34.08
4332,-118.32,34.08
4333,-118.31,34.08
4334,-118.32,34.08
4335,-118.32,34.08
4336,-118.3,34.08
4337,-118.3,34.08
4338,-118.31,34.08
4339,-118.31,34.08
4340,-118.29,34.08
4341,-118.29,34.08
4342,-118.3,34.08
4343,-118.3,34.08
4344,-118.29,34.08
4345,-118.29,34.08
4346,-118.37,34.12
4347,-118.36,34.12
4348,-118.35,34.11
4349,-118.36,34.11
4350,-118.38,34.11
4351,-118.37,34.11
4352,-118.36,34.1
4353,-118.37,34.1
4354,-118.38,34.1
4355,-118.39,34.1
4356,-118.39,34.09
4357,-118.36,34.09
4358,-118.36,34.08
4359,-118.37,34.08
4360,-118.37,34.08
4361,-118.37,34.09
4362,-118.36,34.08
4363,-118.37,34.08
4364,-118.37,34.08
4365,-118.26,34.1
4366,-118.26,34.1
4367,-118.27,34.1
4368,-118.27,34.1
4369,-118.27,34.11
4370,-118.28,34.11
4371,-118.28,34.11
4372,-118.28,34.11
4373,-118.28,34.1
4374,-118.27,34.1
4375,-118.28,34.1
4376,-118.28,34.1
4377,-118.28,34.1
4378,-118.27,34.09
4379,-118.27,34.09
4380,-118.28,34.09
4381,-118.27,34.09
4382,-118.26,34.09
4383,-118.26,34.09
4384,-118.27,34.09
4385,-118.27,34.09
4386,-118.26,34.08
4387,-118.26,34.08
4388,-118.26,34.08
4389,-118.27,34.08
4390,-118.26,34.07
4391,-118.26,34.07
4392,-118.27,34.07
4393,-118.27,34.08
4394,-118.27,34.08
4395,-118.28,34.08
4396,-118.28,34.08
4397,-118.27,34.08
4398,-118.27,34.07
4399,-118.28,34.08
4400,-118.28,34.09
4401,-118.28,34.08
4402,-118.28,34.08
4403,-118.28,34.09
4404,-118.23,34.07
4405,-118.23,34.07
4406,-118.24,34.08
4407,-118.24,34.08
4408,-118.23,34.09
4409,-118.23,34.09
4410,-118.23,34.09
4411,-118.25,34.09
4412,-118.25,34.09
4413,-118.25,34.08
4414,-118.25,34.08
4415,-118.25,34.09
4416,-118.25,34.09
4417,-118.26,34.08
4418,-118.26,34.08
4419,-118.25,34.09
4420,-118.26,34.08
4421,-118.26,34.07
4422,-118.26,34.07
4423,-118.25,34.07
4424,-118.25,34.07
4425,-118.25,34.06
4426,-118.24,34.07
4427,-118.25,34.07
4428,-118.25,34.07
4429,-118.22,34.09
4430,-118.22,34.08
4431,-118.22,34.08
4432,-118.19,34.08
4433,-118.2,34.08
4434,-118.2,34.07
4435,-118.2,34.07
4436,-118.21,34.08
4437,-118.21,34.08
4438,-118.2,34.09
4439,-118.2,34.08
4440,-118.19,34.1
4441,-118.21,34.08
4442,-118.21,34.09
4443,-118.21,34.09
4444,-118.21,34.09
4445,-118.22,34.07
4446,-118.22,34.07
4447,-118.21,34.07
4448,-118.21,34.07
4449,-118.21,34.07
4450,-118.21,34.07
4451,-118.21,34.07
4452,-118.21,34.06
4453,-118.16,34.09
4454,-118.17,34.1
4455,-118.17,34.1
4456,-118.17,34.09
4457,-118.18,34.09
4458,-118.18,34.09
4459,-118.19,34.09
4460,-118.18,34.1
4461,-118.18,34.1
4462,-118.18,34.1
4463,-118.18,34.1
4464,-118.18,34.08
4465,-118.19,34.08
4466,-118.19,34.07
4467,-118.19,34.07
4468,-118.19,34.06
4469,-118.16,34.09
4470,-118.16,34.09
4471,-118.17,34.09
4472,-118.17,34.09
4473,-118.18,34.08
4474,-118.18,34.08
4475,-118.16,34.08
4476,-118.17,34.08
4477,-118.17,34.08
4478,-118.18,34.07
4479,-118.17,34.07
4480,-118.16,34.07
4481,-118.17,34.07
4482,-118.18,34.06
4483,-118.19,34.06
4484,-118.19,34.06
4485,-118.2,34.06
4486,-118.2,34.06
4487,-118.2,34.05
4488,-118.19,34.05
4489,-118.2,34.05
4490,-118.19,34.05
4491,-118.2,34.06
4492,-118.21,34.06
4493,-118.22,34.06
4494,-118.22,34.05
4495,-118.21,34.06
4496,-118.22,34.06
4497,-118.22,34.05
4498,-118.22,34.05
4499,-118.21,34.05
4500,-118.21,34.05
4501,-118.21,34.05
4502,-118.21,34.05
4503,-118.2,34.05
4504,-118.2,34.05
4505,-118.2,34.05
4506,-118.2,34.05
4507,-118.2,34.05
4508,-118.19,34.05
4509,-118.19,34.05
4510,-118.2,34.05
4511,-118.19,34.04
4512,-118.19,34.04
4513,-118.19,34.03
4514,-118.19,34.03
4515,-118.2,34.04
4516,-118.2,34.04
4517,-118.2,34.03
4518,-118.2,34.04
4519,-118.2,34.04
4520,-118.2,34.04
4521,-118.2,34.04
4522,-118.21,34.04
4523,-118.21,34.04
4524,-118.21,34.04
4525,-118.21,34.05
4526,-118.21,34.04
4527,-118.22,34.05
4528,-118.21,34.05
4529,-118.22,34.04
4530,-118.22,34.05
4531,-118.22,34.04
4532,-118.21,34.04
4533,-118.21,34.04
4534,-118.22,34.03
4535,-118.21,34.03
4536,-118.21,34.03
4537,-118.21,34.03
4538,-118.21,34.03
4539,-118.2,34.03
4540,-118.2,34.02
4541,-118.2,34.03
4542,-118.2,34.03
4543,-118.2,34.03
4544,-118.21,34.02
4545,-118.19,34.02
4546,-118.2,34.02
4547,-118.2,34.02
4548,-118.2,34.02
4549,-118.21,34.02
4550,-118.21,34.02
4551,-118.23,34.05
4552,-118.24,34.05
4553,-118.24,34.04
4554,-118.24,34.06
4555,-118.24,34.06
4556,-118.24,34.06
4557,-118.25,34.05
4558,-118.25,34.05
4559,-118.25,34.06
4560,-118.26,34.05
4561,-118.26,34.04
4562,-118.25,34.06
4563,-118.26,34.06
4564,-118.26,34.06
4565,-118.26,34.07
4566,-118.26,34.07
4567,-118.26,34.07
4568,-118.26,34.06
4569,-118.26,34.06
4570,-118.27,34.07
4571,-118.27,34.06
4572,-118.27,34.07
4573,-118.27,34.07
4574,-118.27,34.06
4575,-118.27,34.07
4576,-118.28,34.07
4577,-118.28,34.07
4578,-118.28,34.07
4579,-118.28,34.07
4580,-118.28,34.07
4581,-118.28,34.06
4582,-118.28,34.06
4583,-118.27,34.06
4584,-118.27,34.06
4585,-118.27,34.06
4586,-118.27,34.06
4587,-118.26,34.06
4588,-118.27,34.05
4589,-118.27,34.05
4590,-118.28,34.06
4591,-118.28,34.06
4592,-118.28,34.06
4593,-118.27,34.05
4594,-118.27,34.05
4595,-118.28,34.05
4596,-118.28,34.05
4597,-118.28,34.05
4598,-118.28,34.05
4599,-118.28,34.05
4600,-118.27,34.05
4601,-118.27,34.04
4602,-118.27,34.05
4603,-118.27,34.05
4604,-118.32,34.07
4605,-118.33,34.06
4606,-118.33,34.07
4607,-118.33,34.07
4608,-118.34,34.06
4609,-118.34,34.06
4610,-118.29,34.08
4611,-118.29,34.07
4612,-118.29,34.06
4613,-118.29,34.07
4614,-118.29,34.07
4615,-118.29,34.08
4616,-118.3,34.07
4617,-118.3,34.07
4618,-118.3,34.07
4619,-118.3,34.07
4620,-118.31,34.07
4621,-118.31,34.08
4622,-118.31,34.07
4623,-118.32,34.07
4624,-118.31,34.06
4625,-118.32,34.06
4626,-118.32,34.07
4627,-118.32,34.06
4628,-118.31,34.07
4629,-118.31,34.06
4630,-118.3,34.07
4631,-118.31,34.07
4632,-118.3,34.06
4633,-118.31,34.06
4634,-118.29,34.07
4635,-118.3,34.07
4636,-118.3,34.06
4637,-118.29,34.06
4638,-118.29,34.06
4639,-118.29,34.06
4640,-118.3,34.06
4641,-118.29,34.06
4642,-118.3,34.06
4643,-118.3,34.06
4644,-118.3,34.06
4645,-118.31,34.06
4646,-118.31,34.06
4647,-118.31,34.06
4648,-118.31,34.06
4649,-118.31,34.06
4650,-118.31,34.06
4651,-118.32,34.05
4652,-118.32,34.06
4653,-118.32,34.06
4654,-118.33,34.06
4655,-118.33,34.05
4656,-118.33,34.05
4657,-118.33,34.05
4658,-118.32,34.05
4659,-118.32,34.05
4660,-118.31,34.05
4661,-118.31,34.05
4662,-118.3,34.05
4663,-118.3,34.05
4664,-118.31,34.05
4665,-118.3,34.05
4666,-118.3,34.05
4667,-118.29,34.05
4668,-118.29,34.05
4669,-118.3,34.05
4670,-118.3,34.05
4671,-118.29,34.05
4672,-118.29,34.05
4673,-118.29,34.05
4674,-118.35,34.08
4675,-118.35,34.07
4676,-118.35,34.07
4677,-118.34,34.07
4678,-118.34,34.08
4679,-118.34,34.08
4680,-118.34,34.07
4681,-118.34,34.07
4682,-118.34,34.08
4683,-118.35,34.08
4684,-118.36,34.08
4685,-118.36,34.08
4686,-118.35,34.07
4687,-118.35,34.07
4688,-118.35,34.07
4689,-118.35,34.07
4690,-118.36,34.07
4691,-118.36,34.07
4692,-118.37,34.07
4693,-118.36,34.07
4694,-118.37,34.07
4695,-118.37,34.07
4696,-118.37,34.07
4697,-118.37,34.07
4698,-118.37,34.07
4699,-118.38,34.08
4700,-118.38,34.07
4701,-118.38,34.07
4702,-118.34,34.07
4703,-118.35,34.06
4704,-118.34,34.06
4705,-118.34,34.05
4706,-118.34,34.06
4707,-118.34,34.06
4708,-118.35,34.06
4709,-118.35,34.06
4710,-118.35,34.06
4711,-118.35,34.05
4712,-118.35,34.06
4713,-118.36,34.06
4714,-118.36,34.06
4715,-118.37,34.06
4716,-118.37,34.06
4717,-118.38,34.06
4718,-118.38,34.06
4719,-118.38,34.06
4720,-118.38,34.06
4721,-118.37,34.05
4722,-118.37,34.04
4723,-118.37,34.05
4724,-118.37,34.05
4725,-118.37,34.06
4726,-118.37,34.05
4727,-118.37,34.05
4728,-118.37,34.06
4729,-118.36,34.05
4730,-118.36,34.05
4731,-118.36,34.05
4732,-118.36,34.04
4733,-118.36,34.05
4734,-118.36,34.05
4735,-118.38,34.05
4736,-118.39,34.05
4737,-118.38,34.05
4738,-118.38,34.05
4739,-118.38,34.05
4740,-118.38,34.05
4741,-118.38,34.05
4742,-118.35,34.05
4743,-118.35,34.05
4744,-118.36,34.05
4745,-118.36,34.05
4746,-118.35,34.05
4747,-118.34,34.05
4748,-118.34,34.05
4749,-118.35,34.05
4750,-118.34,34.05
4751,-118.32,34.04
4752,-118.32,34.04
4753,-118.32,34.04
4754,-118.33,34.04
4755,-118.33,34.05
4756,-118.33,34.04
4757,-118.34,34.05
4758,-118.34,34.04
4759,-118.34,34.04
4760,-118.34,34.04
4761,-118.35,34.04
4762,-118.35,34.04
4763,-118.35,34.04
4764,-118.36,34.04
4765,-118.36,34.04
4766,-118.35,34.04
4767,-118.36,34.03
4768,-118.37,34.03
4769,-118.36,34.04
4770,-118.35,34.04
4771,-118.35,34.03
4772,-118.35,34.04
4773,-118.34,34.04
4774,-118.34,34.03
4775,-118.34,34.04
4776,-118.35,34.03
4777,-118.33,34.04
4778,-118.33,34.03
4779,-118.33,34.04
4780,-118.32,34.04
4781,-118.32,34.04
4782,-118.32,34.04
4783,-118.32,34.03
4784,-118.33,34.03
4785,-118.32,34.03
4786,-118.32,34.03
4787,-118.32,34.03
4788,-118.32,34.02
4789,-118.32,34.02
4790,-118.32,34.02
4791,-118.33,34.02
4792,-118.33,34.02
4793,-118.33,34.03
4794,-118.34,34.02
4795,-118.34,34.02
4796,-118.35,34.03
4797,-118.35,34.03
4798,-118.35,34.02
4799,-118.35,34.03
4800,-118.36,34.03
4801,-118.36,34.03
4802,-118.36,34.03
4803,-118.36,34.03
4804,-118.36,34.03
4805,-118.37,34.03
4806,-118.34,34.03
4807,-118.34,34.02
4808,-118.34,34.02
4809,-118.34,34.03
4810,-118.34,34.03
4811,-118.36,34.02
4812,-118.37,34.03
4813,-118.37,34.02
4814,-118.28,34.05
4815,-118.28,34.04
4816,-118.29,34.04
4817,-118.29,34.05
4818,-118.29,34.04
4819,-118.3,34.04
4820,-118.3,34.05
4821,-118.3,34.05
4822,-118.31,34.05
4823,-118.31,34.05
4824,-118.31,34.05
4825,-118.31,34.04
4826,-118.31,34.04
4827,-118.31,34.03
4828,-118.32,34.03
4829,-118.31,34.04
4830,-118.3,34.04
4831,-118.3,34.04
4832,-118.31,34.04
4833,-118.29,34.04
4834,-118.3,34.03
4835,-118.3,34.04
4836,-118.29,34.04
4837,-118.29,34.04
4838,-118.29,34.03
4839,-118.28,34.03
4840,-118.29,34.03
4841,-118.29,34.03
4842,-118.29,34.03
4843,-118.29,34.03
4844,-118.29,34.03
4845,-118.31,34.03
4846,-118.31,34.03
4847,-118.31,34.02
4848,-118.31,34.02
4849,-118.31,34.02
4850,-118.31,34.02
4851,-118.3,34.03
4852,-118.3,34.03
4853,-118.31,34.03
4854,-118.3,34.03
4855,-118.31,34.03
4856,-118.31,34.02
4857,-118.31,34.02
4858,-118.3,34.02
4859,-118.29,34.02
4860,-118.3,34.02
4861,-118.3,34.02
4862,-118.28,34.02
4863,-118.27,34.03
4864,-118.27,34.03
4865,-118.28,34.04
4866,-118.28,34.04
4867,-118.28,34.04
4868,-118.28,34.04
4869,-118.28,34.05
4870,-118.28,34.03
4871,-118.28,34.03
4872,-118.28,34.04
4873,-118.27,34.02
4874,-118.28,34.02
4875,-118.27,34.02
4876,-118.28,34.03
4877,-118.28,34.03
4878,-118.25,34.02
4879,-118.24,34.03
4880,-118.26,34.03
4881,-118.25,34.03
4882,-118.25,34.02
4883,-118.26,34.02
4884,-118.26,34.02
4885,-118.26,34.02
4886,-118.26,34.02
4887,-118.26,34.02
4888,-118.26,34.02
4889,-118.26,34.02
4890,-118.26,34.02
4891,-118.25,34.02
4892,-118.25,34.02
4893,-118.25,34.01
4894,-118.25,34.02
4895,-118.24,34.02
4896,-118.24,34.01
4897,-118.24,34.01
4898,-118.25,34.01
4899,-118.24,34.01
4900,-118.25,34.01
4901,-118.25,34.01
4902,-118.25,34.01
4903,-118.25,34.01
4904,-118.25,34.01
4905,-118.26,34.01
4906,-118.26,34.01
4907,-118.26,34.01
4908,-118.27,34.01
4909,-118.26,34.01
4910,-118.27,34.02
4911,-118.27,34.01
4912,-118.27,34.01
4913,-118.27,34.01
4914,-118.27,34.01
4915,-118.27,34.0
4916,-118.27,34.0
4917,-118.27,34.0
4918,-118.26,34.01
4919,-118.26,34.0
4920,-118.25,34.0
4921,-118.25,34.0
4922,-118.25,34.0
4923,-118.25,34.0
4924,-118.25,34.0
4925,-118.24,34.0
4926,-118.24,34.0
4927,-118.25,34.0
4928,-118.24,34.0
4929,-118.24,33.99
4930,-118.24,33.99
4931,-118.25,33.99
4932,-118.25,33.99
4933,-118.26,34.0
4934,-118.26,34.0
4935,-118.27,34.0
4936,-118.27,34.0
4937,-118.27,34.0
4938,-118.26,33.99
4939,-118.26,33.99
4940,-118.27,33.99
4941,-118.27,33.99
4942,-118.27,33.99
4943,-118.28,34.01
4944,-118.28,34.02
4945,-118.29,34.01
4946,-118.3,34.01
4947,-118.3,34.02
4948,-118.29,34.02
4949,-118.3,34.02
4950,-118.3,34.01
4951,-118.31,34.01
4952,-118.31,34.02
4953,-118.31,34.02
4954,-118.31,34.01
4955,-118.31,34.02
4956,-118.31,34.01
4957,-118.31,34.01
4958,-118.31,34.01
4959,-118.29,34.01
4960,-118.29,34.01
4961,-118.3,34.0
4962,-118.3,34.01
4963,-118.3,34.01
4964,-118.28,34.01
4965,-118.28,34.0
4966,-118.29,34.0
4967,-118.29,34.01
4968,-118.29,34.01
4969,-118.28,34.01
4970,-118.28,34.0
4971,-118.28,34.01
4972,-118.28,34.01
4973,-118.28,34.0
4974,-118.28,34.0
4975,-118.28,34.0
4976,-118.28,34.0
4977,-118.28,34.0
4978,-118.29,34.0
4979,-118.29,34.0
4980,-118.29,34.0
4981,-118.3,34.0
4982,-118.3,34.0
4983,-118.29,34.0
4984,-118.3,34.0
