ocean_proximity,longitude,latitude
<1H OCEAN,-118.31,33.97
<1H OCEAN,-118.31,33.94
<1H OCEAN,-118.3,33.95
<1H OCEAN,-118.31,33.95
<1H OCEAN,-118.31,33.96
<1H OCEAN,-118.29,33.96
<1H OCEAN,-118.3,33.96
<1H OCEAN,-118.28,33.96
<1H OCEAN,-118.27,33.98
<1H OCEAN,-118.26,33.98
<1H OCEAN,-118.26,33.97
<1H OCEAN,-118.27,33.97
<1H OCEAN,-118.27,33.96
<1H OCEAN,-118.26,33.96
<1H OCEAN,-118.27,33.95
<1H OCEAN,-118.26,33.95
<1H OCEAN,-118.28,33.95
<1H OCEAN,-118.29,33.95
<1H OCEAN,-118.28,33.94
<1H OCEAN,-118.29,33.94
<1H OCEAN,-118.27,33.94
<1H OCEAN,-118.25,33.95
<1H OCEAN,-118.26,33.94
<1H OCEAN,-118.25,33.94
<1H OCEAN,-118.26,33.93
<1H OCEAN,-118.27,33.93
<1H OCEAN,-118.25,33.93
<1H OCEAN,-118.26,33.92
<1H OCEAN,-118.27,33.92
<1H OCEAN,-118.28,33.93
<1H OCEAN,-118.29,33.93
<1H OCEAN,-118.29,33.92
<1H OCEAN,-118.28,33.92
<1H OCEAN,-118.23,33.95
<1H OCEAN,-118.24,33.95
<1H OCEAN,-118.24,33.94
<1H OCEAN,-118.24,33.93
<1H OCEAN,-118.23,33.94
<1H OCEAN,-118.23,33.93
<1H OCEAN,-118.39,34.12
<1H OCEAN,-118.4,34.11
<1H OCEAN,-118.42,34.12
<1H OCEAN,-118.43,34.11
<1H OCEAN,-118.43,34.09
<1H OCEAN,-118.45,34.12
<1H OCEAN,-118.44,34.09
<1H OCEAN,-118.43,34.08
<1H OCEAN,-118.45,34.08
<1H OCEAN,-118.45,34.1
<1H OCEAN,-118.46,34.08
<1H OCEAN,-118.47,34.1
<1H OCEAN,-118.49,34.11
<1H OCEAN,-118.48,34.07
<1H OCEAN,-118.49,34.06
<1H OCEAN,-118.49,34.07
<1H OCEAN,-118.51,34.11
<1H OCEAN,-118.5,34.05
<1H OCEAN,-118.53,34.09
<1H OCEAN,-118.52,34.05
<1H OCEAN,-118.52,34.04
<1H OCEAN,-118.57,34.09
<1H OCEAN,-118.54,34.05
<1H OCEAN,-118.55,34.04
<1H OCEAN,-118.56,34.03
<1H OCEAN,-118.56,34.06
<1H OCEAN,-118.54,34.06
<1H OCEAN,-118.55,34.03
<1H OCEAN,-118.53,34.04
<1H OCEAN,-118.53,34.03
NEAR OCEAN,-118.55,33.99
<1H OCEAN,-118.51,34.04
<1H OCEAN,-118.47,34.06
<1H OCEAN,-118.48,34.05
<1H OCEAN,-118.49,34.05
<1H OCEAN,-118.46,34.06
<1H OCEAN,-118.47,34.05
<1H OCEAN,-118.46,34.05
<1H OCEAN,-118.42,34.08
<1H OCEAN,-118.43,34.07
<1H OCEAN,-118.44,34.07
<1H OCEAN,-118.44,34.06
<1H OCEAN,-118.45,34.07
<1H OCEAN,-118.45,34.06
<1H OCEAN,-118.46,34.07
<1H OCEAN,-118.44,34.05
<1H OCEAN,-118.43,34.06
<1H OCEAN,-118.43,34.05
<1H OCEAN,-118.42,34.06
<1H OCEAN,-118.42,34.05
<1H OCEAN,-118.43,34.04
<1H OCEAN,-118.45,34.05
<1H OCEAN,-118.45,34.04
<1H OCEAN,-118.46,34.04
<1H OCEAN,-118.47,34.04
<1H OCEAN,-118.45,34.03
<1H OCEAN,-118.44,34.04
<1H OCEAN,-118.42,34.04
<1H OCEAN,-118.41,34.05
<1H OCEAN,-118.4,34.05
<1H OCEAN,-118.4,34.04
<1H OCEAN,-118.4,34.03
<1H OCEAN,-118.41,34.03
<1H OCEAN,-118.41,34.04
<1H OCEAN,-118.39,34.04
<1H OCEAN,-118.38,34.04
<1H OCEAN,-118.39,34.03
<1H OCEAN,-118.4,34.02
<1H OCEAN,-118.41,34.02
<1H OCEAN,-118.38,34.03
<1H OCEAN,-118.42,34.03
<1H OCEAN,-118.43,34.03
<1H OCEAN,-118.44,34.03
<1H OCEAN,-118.44,34.02
<1H OCEAN,-118.44,34.01
<1H OCEAN,-118.45,34.01
<1H OCEAN,-118.43,34.01
<1H OCEAN,-118.43,34.02
<1H OCEAN,-118.42,34.02
<1H OCEAN,-118.42,34.01
<1H OCEAN,-118.44,34
<1H OCEAN,-118.45,34
<1H OCEAN,-118.43,34
<1H OCEAN,-118.42,34
<1H OCEAN,-118.46,34.01
<1H OCEAN,-118.46,34
<1H OCEAN,-118.47,34
<1H OCEAN,-118.47,33.99
<1H OCEAN,-118.51,33.98
<1H OCEAN,-118.48,33.99
<1H OCEAN,-118.5,33.97
<1H OCEAN,-118.45,33.99
<1H OCEAN,-118.46,33.99
<1H OCEAN,-118.46,33.98
<1H OCEAN,-118.46,33.97
<1H OCEAN,-118.48,33.96
<1H OCEAN,-118.4,34
<1H OCEAN,-118.41,34
<1H OCEAN,-118.42,33.99
<1H OCEAN,-118.43,33.99
<1H OCEAN,-118.43,33.98
<1H OCEAN,-118.42,33.98
<1H OCEAN,-118.44,33.99
<1H OCEAN,-118.41,33.99
<1H OCEAN,-118.4,33.99
<1H OCEAN,-118.41,33.98
<1H OCEAN,-118.39,33.97
<1H OCEAN,-118.38,33.97
<1H OCEAN,-118.39,33.96
<1H OCEAN,-118.36,33.98
<1H OCEAN,-118.37,33.98
<1H OCEAN,-118.37,33.97
<1H OCEAN,-118.41,33.97
<1H OCEAN,-118.4,33.96
<1H OCEAN,-118.41,33.96
<1H OCEAN,-118.42,33.97
<1H OCEAN,-118.42,33.96
<1H OCEAN,-118.43,33.96
<1H OCEAN,-118.44,33.96
<1H OCEAN,-118.43,33.97
<1H OCEAN,-118.4,33.97
<1H OCEAN,-118.4,33.98
<1H OCEAN,-118.38,33.96
<1H OCEAN,-118.38,33.95
<1H OCEAN,-118.37,33.95
<1H OCEAN,-118.41,33.94
<1H OCEAN,-118.45,33.96
<1H OCEAN,-118.44,33.95
<1H OCEAN,-118.28,33.91
<1H OCEAN,-118.29,33.9
<1H OCEAN,-118.29,33.91
<1H OCEAN,-118.28,33.88
<1H OCEAN,-118.29,33.88
<1H OCEAN,-118.29,33.89
<1H OCEAN,-118.29,33.87
<1H OCEAN,-118.3,33.86
<1H OCEAN,-118.29,33.85
<1H OCEAN,-118.31,33.84
<1H OCEAN,-118.3,33.84
<1H OCEAN,-118.3,33.85
<1H OCEAN,-118.3,33.83
<1H OCEAN,-118.31,33.83
<1H OCEAN,-118.3,33.82
<1H OCEAN,-118.3,33.81
<1H OCEAN,-118.3,33.8
<1H OCEAN,-118.31,33.8
<1H OCEAN,-118.3,33.79
<1H OCEAN,-118.3,33.78
<1H OCEAN,-118.26,33.8
<1H OCEAN,-118.25,33.8
<1H OCEAN,-118.26,33.79
NEAR OCEAN,-118.25,33.79
NEAR OCEAN,-118.24,33.8
NEAR OCEAN,-118.23,33.8
<1H OCEAN,-118.27,33.8
<1H OCEAN,-118.27,33.79
<1H OCEAN,-118.28,33.8
<1H OCEAN,-118.28,33.79
<1H OCEAN,-118.28,33.78
<1H OCEAN,-118.29,33.79
NEAR OCEAN,-118.26,33.78
NEAR OCEAN,-118.23,33.78
NEAR OCEAN,-118.25,33.78
NEAR OCEAN,-118.24,33.78
NEAR OCEAN,-118.26,33.77
NEAR OCEAN,-118.27,33.77
<1H OCEAN,-118.27,33.78
NEAR OCEAN,-118.27,33.76
<1H OCEAN,-118.3,33.77
<1H OCEAN,-118.3,33.76
<1H OCEAN,-118.28,33.77
NEAR OCEAN,-118.28,33.75
NEAR OCEAN,-118.28,33.74
<1H OCEAN,-118.3,33.75
NEAR OCEAN,-118.3,33.74
NEAR OCEAN,-118.31,33.74
NEAR OCEAN,-118.29,33.75
NEAR OCEAN,-118.29,33.74
NEAR OCEAN,-118.29,33.73
NEAR OCEAN,-118.3,33.73
NEAR OCEAN,-118.31,33.73
NEAR OCEAN,-118.28,33.73
NEAR OCEAN,-118.29,33.72
NEAR OCEAN,-118.3,33.72
NEAR OCEAN,-118.31,33.72
NEAR OCEAN,-118.33,33.69
NEAR OCEAN,-118.32,33.73
NEAR OCEAN,-118.33,33.72
NEAR OCEAN,-118.29,33.71
NEAR OCEAN,-118.31,33.67
NEAR OCEAN,-118.28,33.68
<1H OCEAN,-118.23,34.24
<1H OCEAN,-118.23,34.23
<1H OCEAN,-118.24,34.24
<1H OCEAN,-118.23,34.22
<1H OCEAN,-118.24,34.23
<1H OCEAN,-118.25,34.23
<1H OCEAN,-118.25,34.25
<1H OCEAN,-118.26,34.24
<1H OCEAN,-118.25,34.22
<1H OCEAN,-118.26,34.23
<1H OCEAN,-118.22,34.21
<1H OCEAN,-118.23,34.21
<1H OCEAN,-118.24,34.22
<1H OCEAN,-118.23,34.2
<1H OCEAN,-118.24,34.2
<1H OCEAN,-118.24,34.21
<1H OCEAN,-118.27,34.22
<1H OCEAN,-118.23,34.18
<1H OCEAN,-118.26,34.18
<1H OCEAN,-118.22,34.19
<1H OCEAN,-118.21,34.18
<1H OCEAN,-118.23,34.17
<1H OCEAN,-118.21,34.17
<1H OCEAN,-118.21,34.16
<1H OCEAN,-118.19,34.16
<1H OCEAN,-118.2,34.16
<1H OCEAN,-118.23,34.16
<1H OCEAN,-118.23,34.15
<1H OCEAN,-118.24,34.16
<1H OCEAN,-118.25,34.16
<1H OCEAN,-118.25,34.17
<1H OCEAN,-118.26,34.17
<1H OCEAN,-118.26,34.16
<1H OCEAN,-118.27,34.17
<1H OCEAN,-118.27,34.16
<1H OCEAN,-118.28,34.17
<1H OCEAN,-118.27,34.18
<1H OCEAN,-118.28,34.18
<1H OCEAN,-118.29,34.18
<1H OCEAN,-118.29,34.17
<1H OCEAN,-118.29,34.16
<1H OCEAN,-118.3,34.17
<1H OCEAN,-118.3,34.16
<1H OCEAN,-118.27,34.15
<1H OCEAN,-118.28,34.16
<1H OCEAN,-118.26,34.15
<1H OCEAN,-118.24,34.15
<1H OCEAN,-118.25,34.15
<1H OCEAN,-118.24,34.14
<1H OCEAN,-118.24,34.13
<1H OCEAN,-118.25,34.14
<1H OCEAN,-118.26,34.14
<1H OCEAN,-118.26,34.13
<1H OCEAN,-118.25,34.13
<1H OCEAN,-118.31,34.22
<1H OCEAN,-118.33,34.21
<1H OCEAN,-118.34,34.21
<1H OCEAN,-118.3,34.19
<1H OCEAN,-118.31,34.19
<1H OCEAN,-118.31,34.2
<1H OCEAN,-118.32,34.2
<1H OCEAN,-118.33,34.2
<1H OCEAN,-118.34,34.2
<1H OCEAN,-118.34,34.19
<1H OCEAN,-118.36,34.2
<1H OCEAN,-118.32,34.19
<1H OCEAN,-118.3,34.18
<1H OCEAN,-118.31,34.18
<1H OCEAN,-118.32,34.18
<1H OCEAN,-118.32,34.17
<1H OCEAN,-118.33,34.17
<1H OCEAN,-118.33,34.19
<1H OCEAN,-118.33,34.18
<1H OCEAN,-118.34,34.18
<1H OCEAN,-118.35,34.19
<1H OCEAN,-118.35,34.18
<1H OCEAN,-118.35,34.17
<1H OCEAN,-118.34,34.17
<1H OCEAN,-118.35,34.16
<1H OCEAN,-118.33,34.16
<1H OCEAN,-118.34,34.16
<1H OCEAN,-118.33,34.15
<1H OCEAN,-118.34,34.15
<1H OCEAN,-118.31,34.16
<1H OCEAN,-118.32,34.16
<1H OCEAN,-118.31,34.17
<1H OCEAN,-118.43,34.3
<1H OCEAN,-118.43,34.29
<1H OCEAN,-118.42,34.29
<1H OCEAN,-118.44,34.29
<1H OCEAN,-118.45,34.29
<1H OCEAN,-118.44,34.28
INLAND,-117.71,34.15
INLAND,-117.73,34.12
INLAND,-117.78,34.13
INLAND,-117.76,34.13
INLAND,-117.8,34.15
INLAND,-117.8,34.11
INLAND,-117.8,34.1
INLAND,-117.79,34.12
INLAND,-117.79,34.11
INLAND,-117.83,34.14
INLAND,-117.83,34.15
INLAND,-117.82,34.13
INLAND,-117.84,34.13
INLAND,-117.87,34.15
INLAND,-117.93,34.15
INLAND,-117.9,34.15
<1H OCEAN,-117.9,34.14
INLAND,-117.91,34.14
<1H OCEAN,-117.89,34.14
INLAND,-117.88,34.14
<1H OCEAN,-117.88,34.13
INLAND,-117.85,34.14
INLAND,-117.86,34.14
INLAND,-117.87,34.14
INLAND,-117.85,34.13
INLAND,-117.85,34.12
INLAND,-117.86,34.13
<1H OCEAN,-117.87,34.13
INLAND,-117.82,34.12
INLAND,-117.84,34.12
INLAND,-117.83,34.11
INLAND,-117.84,34.11
INLAND,-117.85,34.11
INLAND,-117.81,34.08
INLAND,-117.81,34.12
INLAND,-117.81,34.11
INLAND,-117.81,34.1
INLAND,-117.83,34.1
INLAND,-117.76,34.1
INLAND,-117.78,34.09
INLAND,-117.79,34.1
INLAND,-117.76,34.12
INLAND,-117.77,34.12
INLAND,-117.76,34.11
INLAND,-117.77,34.1
INLAND,-117.77,34.11
INLAND,-117.78,34.11
INLAND,-117.74,34.11
INLAND,-117.75,34.12
INLAND,-117.74,34.1
INLAND,-117.75,34.1
INLAND,-117.71,34.12
INLAND,-117.71,34.1
INLAND,-117.72,34.1
INLAND,-117.73,34.1
INLAND,-117.71,34.09
INLAND,-117.71,34.08
INLAND,-117.72,34.09
INLAND,-117.73,34.09
INLAND,-117.73,34.08
INLAND,-117.74,34.09
INLAND,-117.75,34.08
INLAND,-117.75,34.09
INLAND,-117.76,34.08
INLAND,-117.77,34.08
INLAND,-117.77,34.07
INLAND,-117.75,34.07
INLAND,-117.76,34.07
INLAND,-117.76,34.06
INLAND,-117.77,34.06
INLAND,-117.78,34.07
INLAND,-117.78,34.06
INLAND,-117.79,34.07
INLAND,-117.78,34.05
<1H OCEAN,-117.8,34.05
INLAND,-117.8,34.06
<1H OCEAN,-117.82,34.05
INLAND,-117.76,34.05
INLAND,-117.75,34.05
INLAND,-117.74,34.08
INLAND,-117.74,34.07
INLAND,-117.74,34.06
INLAND,-117.72,34.08
INLAND,-117.72,34.07
INLAND,-117.73,34.07
INLAND,-117.72,34.06
INLAND,-117.73,34.06
INLAND,-117.73,34.05
INLAND,-117.74,34.05
INLAND,-117.73,34.04
INLAND,-117.73,34.03
INLAND,-117.74,34.02
INLAND,-117.74,34.04
INLAND,-117.74,34.03
INLAND,-117.75,34.04
INLAND,-117.76,34.04
<1H OCEAN,-117.85,34
<1H OCEAN,-117.86,33.99
<1H OCEAN,-117.8,34.03
<1H OCEAN,-117.78,34.03
<1H OCEAN,-117.83,34.01
<1H OCEAN,-117.8,34.02
<1H OCEAN,-117.81,34.01
<1H OCEAN,-117.79,34.02
<1H OCEAN,-117.84,34
<1H OCEAN,-117.83,33.99
<1H OCEAN,-117.84,33.98
<1H OCEAN,-117.83,33.97
<1H OCEAN,-117.87,34.04
<1H OCEAN,-117.86,34.02
<1H OCEAN,-117.86,34.01
<1H OCEAN,-117.87,34.02
<1H OCEAN,-117.84,34.04
<1H OCEAN,-117.85,34.06
<1H OCEAN,-117.85,34.08
<1H OCEAN,-117.85,34.07
<1H OCEAN,-117.86,34.08
<1H OCEAN,-117.87,34.08
<1H OCEAN,-117.87,34.07
<1H OCEAN,-117.85,34.1
<1H OCEAN,-117.86,34.09
<1H OCEAN,-117.85,34.09
<1H OCEAN,-117.87,34.1
<1H OCEAN,-117.87,34.09
<1H OCEAN,-117.88,34.1
<1H OCEAN,-117.89,34.09
<1H OCEAN,-117.88,34.09
<1H OCEAN,-117.86,34.1
<1H OCEAN,-117.84,34.1
<1H OCEAN,-117.87,34.12
<1H OCEAN,-117.88,34.12
<1H OCEAN,-117.87,34.11
<1H OCEAN,-117.88,34.11
<1H OCEAN,-117.89,34.12
<1H OCEAN,-117.89,34.11
<1H OCEAN,-117.9,34.11
<1H OCEAN,-117.89,34.13
<1H OCEAN,-117.9,34.13
<1H OCEAN,-117.9,34.12
<1H OCEAN,-117.91,34.13
INLAND,-117.92,34.13
<1H OCEAN,-117.91,34.12
<1H OCEAN,-117.92,34.12
INLAND,-117.93,34.12
<1H OCEAN,-117.91,34.11
<1H OCEAN,-117.92,34.11
<1H OCEAN,-117.94,34.1
INLAND,-117.97,34.11
INLAND,-117.99,34.08
INLAND,-117.99,34.07
INLAND,-117.98,34.07
INLAND,-117.99,34.06
INLAND,-118,34.07
INLAND,-117.97,34.08
<1H OCEAN,-117.96,34.07
<1H OCEAN,-117.97,34.07
INLAND,-117.98,34.08
INLAND,-117.98,34.1
INLAND,-117.98,34.09
INLAND,-117.97,34.09
INLAND,-117.95,34.11
INLAND,-117.96,34.1
INLAND,-117.97,34.1
INLAND,-117.96,34.09
<1H OCEAN,-117.95,34.09
<1H OCEAN,-117.95,34.08
<1H OCEAN,-117.96,34.08
<1H OCEAN,-117.94,34.09
<1H OCEAN,-117.94,34.08
<1H OCEAN,-117.95,34.07
<1H OCEAN,-117.93,34.09
<1H OCEAN,-117.92,34.08
<1H OCEAN,-117.93,34.07
<1H OCEAN,-117.93,34.08
<1H OCEAN,-117.91,34.08
<1H OCEAN,-117.91,34.1
<1H OCEAN,-117.91,34.09
<1H OCEAN,-117.92,34.09
<1H OCEAN,-117.92,34.1
<1H OCEAN,-117.9,34.1
<1H OCEAN,-117.89,34.1
<1H OCEAN,-117.9,34.09
<1H OCEAN,-117.9,34.08
<1H OCEAN,-117.88,34.08
<1H OCEAN,-117.89,34.08
<1H OCEAN,-117.89,34.07
<1H OCEAN,-117.87,34.06
<1H OCEAN,-117.88,34.06
<1H OCEAN,-117.9,34.06
<1H OCEAN,-117.9,34.07
<1H OCEAN,-117.91,34.07
<1H OCEAN,-117.92,34.06
<1H OCEAN,-117.92,34.07
<1H OCEAN,-117.91,34.06
<1H OCEAN,-117.91,34.05
<1H OCEAN,-117.93,34.06
<1H OCEAN,-117.93,34.05
<1H OCEAN,-117.95,34.05
<1H OCEAN,-117.94,34.06
<1H OCEAN,-117.94,34.07
<1H OCEAN,-117.95,34.06
<1H OCEAN,-117.96,34.06
<1H OCEAN,-117.97,34.05
<1H OCEAN,-117.97,34.06
<1H OCEAN,-117.98,34.06
<1H OCEAN,-117.98,34.05
<1H OCEAN,-117.99,34.05
<1H OCEAN,-117.98,34.04
<1H OCEAN,-117.97,34.04
<1H OCEAN,-117.96,34.03
<1H OCEAN,-117.95,34.03
<1H OCEAN,-117.96,34.05
<1H OCEAN,-117.95,34.04
<1H OCEAN,-117.96,34.04
<1H OCEAN,-117.94,34.05
<1H OCEAN,-117.94,34.04
<1H OCEAN,-117.94,34.03
<1H OCEAN,-117.93,34.01
<1H OCEAN,-117.94,34.02
<1H OCEAN,-117.95,34.02
<1H OCEAN,-117.92,34.03
<1H OCEAN,-117.93,34.03
<1H OCEAN,-117.93,34.04
<1H OCEAN,-117.9,34.04
<1H OCEAN,-117.9,34.05
<1H OCEAN,-117.91,34.04
<1H OCEAN,-117.92,34.05
<1H OCEAN,-117.88,34.01
<1H OCEAN,-117.88,34
<1H OCEAN,-117.89,34.01
<1H OCEAN,-117.9,34.01
<1H OCEAN,-117.91,34.02
<1H OCEAN,-117.9,34.02
<1H OCEAN,-117.92,34.01
<1H OCEAN,-117.96,34.02
<1H OCEAN,-117.98,34.03
<1H OCEAN,-117.9,33.99
<1H OCEAN,-117.92,34
<1H OCEAN,-117.89,33.99
<1H OCEAN,-117.87,33.99
<1H OCEAN,-118.01,34.05
<1H OCEAN,-117.99,34.04
<1H OCEAN,-118.02,34.04
<1H OCEAN,-118,34.03
<1H OCEAN,-117.98,34.02
<1H OCEAN,-117.98,34.01
<1H OCEAN,-117.99,34
<1H OCEAN,-118.02,34.02
<1H OCEAN,-117.97,34.01
<1H OCEAN,-117.97,34
<1H OCEAN,-117.97,33.99
<1H OCEAN,-117.98,34
<1H OCEAN,-117.98,33.99
<1H OCEAN,-117.98,33.98
<1H OCEAN,-117.99,33.98
<1H OCEAN,-117.95,34
<1H OCEAN,-117.96,34
<1H OCEAN,-117.92,33.98
<1H OCEAN,-117.95,33.98
<1H OCEAN,-117.94,33.99
<1H OCEAN,-117.95,33.99
<1H OCEAN,-117.96,33.99
<1H OCEAN,-117.96,33.98
<1H OCEAN,-117.88,33.96
<1H OCEAN,-117.89,33.98
<1H OCEAN,-117.9,33.98
<1H OCEAN,-117.9,33.97
INLAND,-117.75,34.06
INLAND,-117.94,34.15
INLAND,-117.95,34.16
INLAND,-117.94,34.14
INLAND,-117.95,34.14
INLAND,-117.96,34.14
INLAND,-117.97,34.14
INLAND,-117.97,34.13
INLAND,-117.98,34.14
INLAND,-117.98,34.13
INLAND,-117.97,34.15
INLAND,-117.97,34.17
INLAND,-118,34.16
INLAND,-118.01,34.16
INLAND,-117.99,34.18
INLAND,-117.99,34.16
INLAND,-118,34.15
INLAND,-118.01,34.15
INLAND,-118.02,34.15
INLAND,-118.02,34.17
INLAND,-118.03,34.16
INLAND,-118.03,34.15
INLAND,-118.06,34.17
INLAND,-118.05,34.17
INLAND,-118.04,34.17
INLAND,-118.04,34.18
INLAND,-118.04,34.16
INLAND,-118.05,34.16
INLAND,-118.06,34.16
INLAND,-118.07,34.16
INLAND,-118.05,34.15
INLAND,-118.06,34.15
INLAND,-118.05,34.14
INLAND,-118.06,34.13
INLAND,-118.06,34.14
INLAND,-118.03,34.14
INLAND,-118.04,34.13
INLAND,-118.04,34.15
INLAND,-118.05,34.13
INLAND,-118.02,34.14
INLAND,-118.02,34.13
INLAND,-118.01,34.13
INLAND,-118.03,34.13
INLAND,-118.02,34.12
INLAND,-118.02,34.11
INLAND,-118.03,34.11
INLAND,-118.01,34.14
INLAND,-117.99,34.15
INLAND,-117.99,34.14
INLAND,-118,34.13
INLAND,-118,34.14
INLAND,-117.99,34.13
INLAND,-117.99,34.12
INLAND,-118,34.12
INLAND,-118.01,34.12
INLAND,-118.01,34.11
INLAND,-118.02,34.1
INLAND,-118.03,34.1
INLAND,-118.04,34.11
INLAND,-118.05,34.11
INLAND,-118.04,34.12
INLAND,-118.05,34.12
INLAND,-118.06,34.12
INLAND,-118.06,34.11
INLAND,-118.04,34.1
INLAND,-118.05,34.1
<1H OCEAN,-118.06,34.1
INLAND,-118.04,34.09
<1H OCEAN,-118.06,34.09
<1H OCEAN,-118.07,34.09
<1H OCEAN,-118.08,34.09
<1H OCEAN,-118.04,34.08
<1H OCEAN,-118.05,34.09
INLAND,-118.02,34.09
INLAND,-118.02,34.08
INLAND,-118.03,34.09
INLAND,-118.03,34.08
INLAND,-118,34.1
INLAND,-118.01,34.09
INLAND,-118.01,34.1
INLAND,-118,34.08
INLAND,-118.01,34.08
<1H OCEAN,-118.04,34.07
<1H OCEAN,-118.05,34.08
<1H OCEAN,-118.06,34.08
<1H OCEAN,-118.07,34.08
<1H OCEAN,-118.07,34.07
<1H OCEAN,-118.05,34.07
<1H OCEAN,-118.06,34.07
<1H OCEAN,-118.03,34.07
<1H OCEAN,-118.03,34.06
INLAND,-118.01,34.07
INLAND,-118.01,34.06
INLAND,-118.02,34.07
<1H OCEAN,-118.04,34.06
<1H OCEAN,-118.05,34.06
<1H OCEAN,-118.06,34.06
<1H OCEAN,-118.08,34.07
<1H OCEAN,-118.07,34.06
<1H OCEAN,-118.04,34.05
<1H OCEAN,-118.05,34.05
<1H OCEAN,-118.06,34.04
<1H OCEAN,-118.04,34.04
<1H OCEAN,-118.05,34.04
<1H OCEAN,-118.06,34.03
<1H OCEAN,-118.02,34.06
<1H OCEAN,-118.02,34.05
<1H OCEAN,-118.03,34.05
INLAND,-118.09,34.18
INLAND,-118.07,34.17
INLAND,-118.1,34.18
INLAND,-118.11,34.19
INLAND,-118.12,34.19
INLAND,-118.11,34.2
INLAND,-118.13,34.2
INLAND,-118.13,34.19
INLAND,-118.13,34.21
INLAND,-118.14,34.19
INLAND,-118.14,34.2
INLAND,-118.15,34.2
INLAND,-118.15,34.21
<1H OCEAN,-118.15,34.19
<1H OCEAN,-118.16,34.19
<1H OCEAN,-118.16,34.2
<1H OCEAN,-118.18,34.22
<1H OCEAN,-118.19,34.22
<1H OCEAN,-118.21,34.22
<1H OCEAN,-118.18,34.2
<1H OCEAN,-118.19,34.2
<1H OCEAN,-118.19,34.21
<1H OCEAN,-118.2,34.21
<1H OCEAN,-118.21,34.21
<1H OCEAN,-118.22,34.23
<1H OCEAN,-118.22,34.22
<1H OCEAN,-118.21,34.2
<1H OCEAN,-118.2,34.2
<1H OCEAN,-118.18,34.19
<1H OCEAN,-118.19,34.19
<1H OCEAN,-118.2,34.19
<1H OCEAN,-118.18,34.17
<1H OCEAN,-118.18,34.16
<1H OCEAN,-118.15,34.18
<1H OCEAN,-118.15,34.17
<1H OCEAN,-118.16,34.18
<1H OCEAN,-118.16,34.17
<1H OCEAN,-118.17,34.18
<1H OCEAN,-118.17,34.19
<1H OCEAN,-118.14,34.18
INLAND,-118.11,34.18
INLAND,-118.12,34.18
INLAND,-118.13,34.18
INLAND,-118.1,34.17
INLAND,-118.11,34.17
INLAND,-118.12,34.17
<1H OCEAN,-118.13,34.17
<1H OCEAN,-118.14,34.17
<1H OCEAN,-118.15,34.16
<1H OCEAN,-118.16,34.16
<1H OCEAN,-118.16,34.15
<1H OCEAN,-118.14,34.16
<1H OCEAN,-118.14,34.15
<1H OCEAN,-118.15,34.15
<1H OCEAN,-118.13,34.16
<1H OCEAN,-118.13,34.15
<1H OCEAN,-118.12,34.16
<1H OCEAN,-118.12,34.15
INLAND,-118.09,34.17
INLAND,-118.1,34.16
INLAND,-118.11,34.16
<1H OCEAN,-118.11,34.15
INLAND,-118.1,34.15
INLAND,-118.08,34.16
INLAND,-118.09,34.15
INLAND,-118.09,34.16
INLAND,-118.07,34.15
INLAND,-118.07,34.14
INLAND,-118.08,34.15
INLAND,-118.08,34.14
INLAND,-118.08,34.13
INLAND,-118.09,34.14
<1H OCEAN,-118.1,34.14
<1H OCEAN,-118.11,34.14
<1H OCEAN,-118.12,34.14
<1H OCEAN,-118.13,34.13
<1H OCEAN,-118.13,34.14
<1H OCEAN,-118.14,34.14
<1H OCEAN,-118.15,34.14
<1H OCEAN,-118.16,34.14
<1H OCEAN,-118.17,34.14
<1H OCEAN,-118.18,34.14
<1H OCEAN,-118.15,34.13
<1H OCEAN,-118.16,34.13
<1H OCEAN,-118.13,34.12
<1H OCEAN,-118.14,34.13
<1H OCEAN,-118.12,34.13
<1H OCEAN,-118.11,34.12
<1H OCEAN,-118.12,34.12
<1H OCEAN,-118.12,34.11
<1H OCEAN,-118.13,34.11
<1H OCEAN,-118.14,34.11
<1H OCEAN,-118.1,34.13
<1H OCEAN,-118.09,34.12
<1H OCEAN,-118.1,34.12
<1H OCEAN,-118.08,34.12
INLAND,-118.07,34.13
INLAND,-118.07,34.12
<1H OCEAN,-118.07,34.11
<1H OCEAN,-118.08,34.11
<1H OCEAN,-118.08,34.1
<1H OCEAN,-118.09,34.11
<1H OCEAN,-118.1,34.1
<1H OCEAN,-118.1,34.11
<1H OCEAN,-118.11,34.11
<1H OCEAN,-118.11,34.1
<1H OCEAN,-118.12,34.1
<1H OCEAN,-118.13,34.1
<1H OCEAN,-118.13,34.09
<1H OCEAN,-118.14,34.09
<1H OCEAN,-118.14,34.1
<1H OCEAN,-118.15,34.1
<1H OCEAN,-118.15,34.11
<1H OCEAN,-118.15,34.12
<1H OCEAN,-118.16,34.12
<1H OCEAN,-118.16,34.11
<1H OCEAN,-118.17,34.11
<1H OCEAN,-118.15,34.09
<1H OCEAN,-118.15,34.08
<1H OCEAN,-118.14,34.08
<1H OCEAN,-118.14,34.07
<1H OCEAN,-118.12,34.09
<1H OCEAN,-118.13,34.08
<1H OCEAN,-118.09,34.1
<1H OCEAN,-118.09,34.09
<1H OCEAN,-118.1,34.09
<1H OCEAN,-118.07,34.1
<1H OCEAN,-118.08,34.08
<1H OCEAN,-118.09,34.08
<1H OCEAN,-118.1,34.08
